ten,Gia,Tinh_trang,Kich_thuoc_man_hinh,Cong_nghe_man_hinh,Camera_truoc,Camera_sau,Chipset,Cong_nghe_NFC,Dung_luong_ram,Bo_nho_trong,Dung_luong_pin,The_SIM,Do_phan_giai_man_hinh,Tinh_nang_man_hinh,Loai_CPU,loai_san_pham
Huawei Nova 10 Pro,,,6.78 inches,OLED,"Camera dọc: 8 MP, f/2.2
Camera siêu rộng: 60 MP, f/2.4, 100˚, AF","Camera góc rộng: 50 MP, f/1.8, 27mm, PDAF
Camera siêu rộng: 8 MP, f/2.2, 112˚, AF
Camera góc sâu: 2 MP, f/2.4",Qualcomm SM7325 Snapdragon 778G 4G (6 nm),không có thông tin,8 GB,128 GB,4500 mAh,2 SIM (Nano-SIM),không có thông tin,"OLED, 1B màu, HDR10, 120Hz",không có thông tin,Điện thoại
Realme 10 Pro,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
vivo Y36 8GB 256GB,6190000.0,Có 3 cửa hàng có sản phẩm,6.64 inches,IPS LCD,"16 MP, f/2.45","50 MP, f/1.8
2 MP, f/2.4",Qualcomm Snapdragon 680 8 nhân,Không,8 GB,256 GB,5.000 mAh,2 SIM (Nano-SIM),1080 x 2388 pixels,Tần số quét 90 Hz,4 nhân 2.4 GHz & 4 nhân 1.9 GHz,Điện thoại
Samsung Galaxy F55 5G,,,6.7 inches,không có thông tin,50MP,"Camera chính 50MP
Camera góc siêu rộng 8MP
Camera macro 2MP",Qualcomm Snapdragon 7 Gen 1,Có,8 GB,128 GB,5000mAh,không có thông tin,không có thông tin,"Tần số quét 120Hz, 1000 nits",không có thông tin,Điện thoại
Điện thoại Meizu Mblu 21 6GB 128GB,,,6.79 inches,không có thông tin,8 MP,"13MP
0.08 MP",Spreadtrum T606,Không,6 GB,128 GB,4900mAh,2 Nano-SIM,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Vivo Y67,,,5.5 inches,IPS LCD,"Camera góc rộng: 16 MP, f/2.0, 26mm, 1/3.06"", 1.0µm","13 MP, f/2.2, AF",Mediatek MT6750 (28 nm),không có thông tin,4 GB,32 GB,3000 mAh,2 SIM (Nano-SIM),720 x 1280 pixels,Corning Gorilla Glass 3,không có thông tin,Điện thoại
Oneplus Nord N300,,,6.56 inches,IPS LCD,"Camera góc rộng: 16 MP, f/2.0","Camera góc rộng: 48 MP, f/1.8, PDAF
Camera góc sâu: 2 MP, f/2.4",MediaTek MT6833P Mật độ 810 (6 nm),không có thông tin,4 GB,64 GB,5000 mAh,Nano-SIM,720 x 1612 (HD+),không có thông tin,không có thông tin,Điện thoại
Xiaomii 14 Lite 12GB 512GB,,,6.67 inches,AMOLED,32 MP,64 MP + 50 MP + 8 MP + 2 MP,Qualcomm Snapdragon 888,Có,12 GB,512 GB,4.600 mAh,không có thông tin,không có thông tin,Tần số quét 144 Hz,không có thông tin,Điện thoại
OPPO A2,,,6.72 inches,IPS LCD,"Camera gốc rộng: 8 MP, f/2.0","Camera chính: 50 MP, f/1.8, PDAF
Camera đo độ sâu: 2 MP, f/2.4",Mediatek Dimensity 6020 (7 nm),không có thông tin,12 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Tần số quét 90Hz, 680 nits",không có thông tin,Điện thoại
ASUS ROG Phone 6 Mediatek,,,6.78 inches,AMOLED,12 MP,"Camera chính: 50 MP, f/1.9
Camera góc siêu rộng: 13 MP
Camera macro: 5 MP",MediaTek Dimensity 7000 Series,không có thông tin,12 GB,256 GB,6000 mAh,2 SIM (Nano-SIM),1080 x 2448 pixels (FullHD+),"Corning ® Gorilla ® Glass Victus, 165Hz, Độ sáng tối đa: 1200 nits, Mật độ điểm ảnh: 395 ppi",không có thông tin,Điện thoại
ViVo iQOO 10,,,6.78 inches,AMOLED,"Camera góc rộng: 16 MP, f/2.5","Camera góc rộng: 50 MP, f/1.9, 1 / 1.57 "", 1.0µm, PDAF, OIS
Camera tele: 12 MP, f/2.0, 47 mm, 1 / 2.9"", PDAF, zoom quang 2x
Camera góc cực rộng: 13 MP, f/2.2 , 16mm, 120˚",Qualcomm SM8475 Snapdragon 8+ thế hệ 1 (4 nm),không có thông tin,8 GB,128 GB,"Li-Po 4700 mAh, không thể tháo rời",2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
vivo X Fold2,,,8.03 inches,LTPO AMOLED,"Camera góc rộng: 16 MP, f/2.5
Camera phụ: 16MP, f/2.5","Camera góc rộng: 50MP, f/1.8, Laser AF, OIS
Camera kính viễn vọng: 12 MP, f/3.4, 125mm, OIS, 5x optical zoom
Camera Tele: 12 MP, f/2.0, 47mm, PDAF",Snapdragon 8 Gen 2 (4 nm),không có thông tin,12 GB,256 GB,4800 mAh,2 SIM (Nano-SIM),1916 x 2160 pixels,"Màn hình chính: 8.03 "", Foldable LTPO AMOLED
Màn hình phụ: 6.53""
Tần số quét 120Hz, HDR10+",không có thông tin,Điện thoại
ZTE Nubia Z50 Ultra,,,6.8 inches,AMOLED,"Camera góc rộng: 50MP, f/2.X, 14mm, 116˚, PDAF","Camera chính: 64MP, f/1.6, PDAF, Laser AF, OIS
Tele kính viễn vọng: 64MP, f/3.3, PDAF, OIS
Camera góc siêu rộng: 50 MP, f/2, 14mm, 116˚ , PDAF",Snapdragon 8 Gen 2 (4 nm),không có thông tin,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1116 x 2480 pixels,"1 tỷ màu, Tần số quét 120Hz, HDR10+, 1500 nits",không có thông tin,Điện thoại
Sony Xperia 5 IV,,,6.1 inches,OLED,"Camera góc rộng: 12MP, f/2.0, 24mm, 1 / 2.9 "", 1.25µm","Camera góc rộng: 12MP, f/1.7, 1.8µm
Camera tele: 12MP, f/2.4, 60 mm, OIS
Camera góc siêu rộng: 12MP, f/2.2, 124˚, 16mm, PDAF",Qualcomm SM8450 Snapdragon 8 thế hệ 1 (4 nm),không có thông tin,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),không có thông tin,"OLED, 1B màu, 120Hz, HDR BT.2020",không có thông tin,Điện thoại
Xiaomi 14 (12GB 256GB),22990000.0,Có 19 cửa hàng có sản phẩm,6.36 inches,LTPO OLED,"Camera góc rộng: 32 MP, f/ 2.2, PDAF","Camera góc rộng: 50 MP, f/1.6, 23mm, 2.4µm, PDAF, OIS
Camera chụp xa: 50 MP, f/1.9, 50mm, 1/2.88"", 0.61µm, PDAF, 2x optical zoom
Camera góc siêu rộng: 50 MP, f/1.8, 12mm, 122˚, 1/2.51"", PDAF",Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,12 GB,256 GB,4610 mAh,2 SIM (Nano-SIM),"1200 x 2670 pixels,","Tần số quét màn hình 120 Hz, Màn hình siêu thị 1,5K, 68 tỷ màu, Dolby Vision, HDR10+, 2800 nits, HDR Vivid",không có thông tin,Điện thoại
vivo T3x,,,6.72 inches,LCD,8MP,"50MP, f/1.8
2MP",Snapdragon 6 Gen 1,Không,8 GB,256 GB,"6,000 mAh",không có thông tin,không có thông tin,"Tần số quét 120Hz, 1,000 nits",không có thông tin,Điện thoại
realme GT 5 Pro,,,6.74 inches,AMOLED,32 MP,200 MP + 13 MP + 2 MP,Qualcomm Snapdragon 8 Gen 3,Có,8 GB,256 GB,4.700 mAh,không có thông tin,1240 x 2772 pixels,Tần số quét 144 Hz,không có thông tin,Điện thoại
Xiaomi 14 12GB 512GB,,,6.36 inches,LTPO OLED,Camera góc rộng: 32 MP,"Camera góc rộng: 50 MP, f/1.6, 23mm, 1/1.31"", 1.2µm, dual pixel PDAF, Laser AF, OIS
Camera tele: 50 MP, f/2.0, 75mm, PDAF (10cm - ∞), OIS, 3.2x optical zoom
Camera góc siêu rộng: 50 MP, f/2.2, 14mm, 115˚",Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,12 GB,512 GB,4610mAh,2 Nano SIM hoặc 1 Nano + 1 eSIM,không có thông tin,"Tần số quét 120Hz, 68 tỷ màu , Dolby Vision, HDR10+, 3000 nits (peak)",không có thông tin,Điện thoại
vivo Y38 5G,,,không có thông tin,IPS LCD,8 MP,"Cảm biến chính: 50 MP
Máy ảnh phụ 2 MP, có sự hỗ trợ của đèn flash LED.",Snapdragon 4 Gen 2,Có,8 GB,256 GB,6000 mAh,không có thông tin,1612x720 (HD+),"Tốc độ làm mới lên tới 120Hz, mật độ điểm ảnh 264ppi và có độ sáng tối đa lên tới 1,000 nits",không có thông tin,Điện thoại
OPPO Reno 11 A,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,12 GB,256 GB,5000mAh,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Doogee V30 Pro,,,6.58 inches,IPS LCD,"Camera góc rộng: 32 MP, f/1.8, 1/2.8"", 0.8µm","Camera góc rộng: 200 MP, PDAF
Camera nhìn đêm: 24 MP, f/1.8, 2 đèn hồng ngoại nhìn đêm
Camera góc siêu rộng: 16 MP",Mediatek MT6877V Dimensity 7050 (6 nm),không có thông tin,12 GB,512 GB,10800 mAh,2 SIM (Nano-SIM),1080 x 2408 pixels,"Tần số quét 120Hz, 16,7 triệu màu, 401 PPI
Corning Gorilla Glass",không có thông tin,Điện thoại
Black Shark 5S Pro,,,6.66 inches,AMOLED,16 MP,"13 MP, 2 MP, 64 MP",Qualcomm Snapdragon 870 5G,Có,8 GB,128 GB,4650mAh,Nano-SIM,1080 x 2400 pixels (FullHD+),không có thông tin,không có thông tin,Điện thoại
Masstel Hapi 15,,,5.45 inches,IPS LCD,5.0 MP,5.0 MP,Spreadtrum SC9832E,không có thông tin,2 GB,16 GB,2500 mAh,Micro-SIM,720 x 1440 pixels,"16 triệu màu, Cong 2.5D",không có thông tin,Điện thoại
Realme Narzo N53,,,6.74 inches,không có thông tin,8MP,50MP,không có thông tin,Không,4 GB,64 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Tần số quét 90Hz, 450nits, 16.7 tỷ màu",không có thông tin,Điện thoại
Realme GT Neo 5 Pro,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
OPPO K11,,,6.7 inches,AMOLED,16 MP,50 MP + 8 MP + 2 MP,Snapdragon 782G,Có,8 GB,256 GB,4870 mAh,không có thông tin,không có thông tin,Tần số quét 120 Hz,không có thông tin,Điện thoại
Xiaomi 14 8GB 256GB,,,6.36 inches,LTPO OLED,Camera góc rộng: 32 MP,"Camera góc rộng: 50 MP, f/1.6, 23mm, 1/1.31"", 1.2µm, dual pixel PDAF, Laser AF, OIS
Camera tele: 50 MP, f/2.0, 75mm, PDAF (10cm - ∞), OIS, 3.2x optical zoom
Camera góc siêu rộng: 50 MP, f/2.2, 14mm, 115˚",Qualcomm Snapdragon 8 Gen 3 (4 nm),Có,8 GB,256 GB,4610mAh,2 Nano SIM hoặc 1 Nano + 1 eSIM,không có thông tin,"Tần số quét 120Hz, 68 tỷ màu , Dolby Vision, HDR10+, 3000 nits (peak",không có thông tin,Điện thoại
vivo iQOO Pad Air,,,11.5 inches,LCD,5MP,8MP,Snapdragon 870,không có thông tin,8 GB,256 GB,"8,500 mAh",không có thông tin,không có thông tin,"Tốc độ làm mới lên tới 144Hz
2,800 x 1,840 pixel, 500 nits, HDR10, tỷ lệ khung hình 3:2",không có thông tin,Điện thoại
Vivo iQOO Neo 8 Pro,,,6.78 inches,LTPO AMOLED,"Camera góc rộng: 16 MP, f/2.4","Camera góc rộng: 50 MP, f/1.8, 1/1.56"", 1.0µm, PDAF, gimbal OIS
Camera Tele: 16 MP, f/2.2, 1/3.1"", 1.0µm, PDAF, OIS, 2.5x optical zoom
Camera góc siêu rộng: 48 MP, f/2.2, 14mm, 114˚, 0.8µm, AF",Snapdragon 888+ 5G (5 nm),không có thông tin,8 GB,256 GB,4500 mAh,2 SIM (Nano-SIM),1440 x 3200 pixels (QHD+),"Tần số quét 120Hz, HDR10+, Dolby Vision, 1500 nits",không có thông tin,Điện thoại
Vivo Y77,,,6.58 inches,IPS LCD,"Camera góc rộng: 16 MP, f/2.0,","Camera góc rộng: 50 MP, f/1.8, 26mm, PDAF
Macro: 2 MP, f/2.4",MediaTek MT6833P Dimensity 810 (6 nm),không có thông tin,8 GB,128 GB,Li-Po 5000 mAh,2 SIM (Nano-SIM),1080 x 2408 pixels,không có thông tin,không có thông tin,Điện thoại
OPPO K11x,,,6.72 inches,IPS LCD,"Camera góc rộng: 16 MP, f/2.4, 1.0µm","Camera góc rộng: 108 MP, f/1.8, 24mm, 1/1.67"", 0.64µm, PDAF
Camera đo độ sâu: 2 MP, f/2.4",Snapdragon 695 5G (6 nm),không có thông tin,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Tần số quét 120Hz, 550 nits, 391 PPI, 16,7 triệu màu
Corning Gorilla Glass",không có thông tin,Điện thoại
Motorola Edge 40 Pro,,,6.67 inches,OLED,"Camera góc rộng: 60MP, f/2.2, 1/2.8"", 0.61µm","Camera góc rộng: 50MP, f/1.8, 1/1.55"", 1.0µm
Camera góc siêu rộng: 50MP, f/2.2, 114,1/2.76"", 0.64µm, AF
Camera Tele: 12 MP, f/1.6,1/2.93"", 1.22µm",Snapdragon 8 Gen 2 (4 nm),không có thông tin,12 GB,256 GB,4600 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Tần số quét 165Hz, OLED, 1B colors, HDR10+, Dolby Vision",không có thông tin,Điện thoại
Vivo S17,,,6.78 inches,AMOLED,"50 MP, f/2.0","50 MP, f/1.88
Ống kính góc siêu rộng: 8 MP, f/2.2",Snapdragon 778G+,không có thông tin,8 GB,256 GB,4600 mAh,2 SIM (Nano-SIM),không có thông tin,"1,07 tỷ màu, gam màu 100% DCI-P3, tần số quét 120Hz, 452PPI, 105%NTSC",không có thông tin,Điện thoại
Samsung Galaxy M44,,,6.58 inches,PLS TFT LCD,13 MP,"Camera chính: 50 MP
Camera cảm biến đo chiều sâu: 2 MP
Camera macro: 2 MP",Snapdragon 888,không có thông tin,6 GB,128 GB,5.000 mAh,không có thông tin,1080 x 2408 pixels,Tần số quét 120Hz,không có thông tin,Điện thoại
Huawei Nova Y70 Plus,,,6.75 inches,IPS LCD,"8 MP, f/2.0","48 MP, f/1.8, 26mm (wide), PDAF
5 MP, f/2.2, 120˚ (ultrawide)
2 MP, f/2.4, (depth)",không có thông tin,không có thông tin,4 GB,128 GB,Li-Po 6000 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,không có thông tin,Điện thoại
Vivo X90,,,6.78 inches,AMOLED,"Camera góc rộng: 32MP, f/2.5, 24mm, 1/2.8"", 0.8µm","Camera góc rộng: 50MP, f/1.8, 1/1.49"", 1.0µm, PDAF, Laser AF, OIS
Tele kính viễn vọng: 12MP, f/2.0, 50mm, 1/2.93"", 1.22µm, AF, 2x optical zoom
Camera góc siêu rộng: 12MP, f/2.0, 16mm, 1/2.93"", 1.22µm, AF",Mediatek Dimensity 9200 (4 nm),không có thông tin,8 GB,128 GB,4810 mAh,2 SIM (Nano-SIM),không có thông tin,"AMOLED, 1 tỷ màu, 120Hz, HDR10+",không có thông tin,Điện thoại
Motorola Moto G23,,,6.5 inches,IPS LCD,"Camera góc rộng: 16MP, f/2.5, 1.0µm","Camera góc rộng: 50MP, f/1.8, 0.64µm, PDAF
Camera góc siêu rộng: 5MP, f/2.2, 118
Camera macro: 2MP, f/2.4",Mediatek MT6769Z Helio G85 (12nm),không có thông tin,4 GB,64 GB,5000 mAh,2 SIM (nano‑SIM và eSIM),720 x 1600 pixel,"Tần số quét 90Hz, 400 nits",không có thông tin,Điện thoại
OnePlus Nord N20 SE,,,6.56 inches,IPS LCD,"Camera góc rộng: 8 MP, f/2.0, 26mm","Camera góc rộng: 50 MP, f/1.8, PDAF
Camea góc sâu: 2 MP, f/2.4,",Helio G35 (12 nm),Không,4 GB,64 GB,Li-Po 5000 mAh,2 SIM (Nano-SIM),720 x 1612 (HD+),"IPS LCD, 90Hz, 480 nits (typ), 600 nits (HBM)",không có thông tin,Điện thoại
Redmi Note 11R,,,6.58 inches,IPS LCD,"Camera góc rộng: 5 MP, f/2.2","Camera góc rộng: 13 MP, f/2.2, PDAF
Cảm biến độ sâu: 2 MP, f/2.4",MediaTek MT6833 Mật độ 700 (7 nm),Không,4 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2408 pixels,"IPS LCD, 90Hz",không có thông tin,Điện thoại
Vivo Y01,,,6.51 inches,IPS LCD,5 MP,8 MP,không có thông tin,Không,2 GB,32 GB,Li-Po 5000 mAh,2 SIM (Nano-SIM),720 x 1600 pixel,không có thông tin,không có thông tin,Điện thoại
ROG Phone 6D Ultimate,,,không có thông tin,OLED,không có thông tin,không có thông tin,MediaTek Dimensity 9000+,Có,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Samsung Galaxy Z Flip 5 8GB 512GB,,,6.7 inches,AMOLED,10 MP,"Camera chính: 12 MP
Camera góc siêu rộng: 12 MP",Snapdragon 8 Gen 2,Có,8 GB,512 GB,4.200 mAh,không có thông tin,không có thông tin,Tần số quét màn hình 144 Hz,không có thông tin,Điện thoại
Mobell M331 4G,,,2.4 inches,không có thông tin,không có thông tin,0.8 MP,không có thông tin,không có thông tin,không có thông tin,không có thông tin,1000 mAH,2 SIM (Nano-SIM),240 x 320 pixels,không có thông tin,không có thông tin,Điện thoại
TECNO SPARK 30 4G 8GB 128GB,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,8 GB,128 GB,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Motorola Moto G13,,,6.5 inches,IPS LCD,"Camera góc rộng: 8MP, f/2.0, 1/4"", 1.12µm","Camera góc rộng: 50MP, f/1.8, 0.64µm, PDAF
Camera đo độ sâu: 2 MP, f/2.4
Camera macro: 2MP, f/2.4",Mediatek MT6769Z Helio G85 (12nm),không có thông tin,4 GB,64 GB,5000 mAh,2 SIM (nano‑SIM và eSIM),720 x 1600 pixel,"Tần số quét 90Hz, 400 nits",không có thông tin,Điện thoại
Vivo iQOO 9T,,,6.78 inches,AMOLED,"Camera góc rộng: 16 MP, f / 2.5,","Camera góc rộng: 50 MP, f/1.8, 1 / 1.57 "", 1.0µm, PDAF, OIS
Tele: 12 MP, f/2.0, 47 mm PDAF, zoom quang 2x
Camera cực kỳ rộng: 13 MP, f / 2.2, 16 mm, 120˚",Qualcomm SM8475 Snapdragon 8+ thế hệ 1 (4 nm),không có thông tin,8 GB,128 GB,Li-Po 4700 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"Kính cường lực Corning Gorilla Glass 5
Hỗ trợ Monster Touch",không có thông tin,Điện thoại
Motorola Moto G73,,,6.5 inches,IPS LCD,"Camera góc rộng: 16MP, f/2.4, 1.0µm","Camera góc rộng: 50MP, f/1.8, 1.0µm, PDAF
Camera góc siêu rộng: 8 MP, f/2.2, 118˚, 1.12µm, AF",Mediatek Dimensity 930 (6 nm),không có thông tin,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),Tần số quét 120Hz,không có thông tin,Điện thoại
Sony Xperia X Compact,,,4.6 inches,IPS LCD,5 MP,"Camera góc rộng: 23 MP, f/2.0, 24mm, 1/2.3"", PDAF",Snapdragon 650,không có thông tin,3 GB,32 GB,2700 mAh,Nano-SIM,720 x 1280 pixels,Kính cường lực Oleophobic (ion cường lực),không có thông tin,Điện thoại
Redmi Note 13 Pro 5G,8790000.0,,6.67 inches,AMOLED,16 MP,"Chính 200 MP & Phụ 8 MP, 2 MP",Snapdragon 7s Gen 2 8 nhân,Có,8 GB,256 GB,5100 mAh,2 SIM (Nano-SIM),1220 x 2712 pixels,"Tần số quét 120 Hz
1800 nits
Kính cường lực Corning Gorilla Glass Victus",4 nhân 2.4 GHz & 4 nhân 1.95 GHz,Điện thoại
Vivo V29 Pro,,,6.7 inches,OLED,50 MP,64 MP,MediaTek Dimensity 7200,Không,12 GB,256 GB,5.000 mAh,không có thông tin,không có thông tin,Tần số quét 120 Hz,không có thông tin,Điện thoại
Vivo Y85,,,6.22 inches,IPS LCD,8 MP,"13 MP
2 MP",MediaTek MT6762 8 nhân (Helio P22),Không,4 GB,32 GB,3260 mAh,2 SIM (Nano-SIM),720 x 1520 pixels,Kính cường lực Corning Gorilla Glass 3,không có thông tin,Điện thoại
Nokia X30 5G,,,không có thông tin,không có thông tin,không có thông tin,48 MP + 5 MP + 2 MP + 2 MP,Snapdragon 460,Có,4 GB,64 GB,5.850 mAh,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
OPPO K10 Pro,,,6.62 inches,AMOLED,"16 MP, f/2.5, 26mm (Rộng), 1/3"", 1.0µm","50 MP, f/1.8, 24mm (Rộng), 1/1.56"", 1.0µm, đa hướng PDAF, OIS
8 MP, f/2.2, 119˚ (Siêu rộng)
2 MP, f/2.4, (Macro)",Qualcomm SM8350 Snapdragon 888 5G (5 nm),Có,8 GB,128 GB,Li-Po 5000 mAh (Không thể tháo rời),2 SIM (Nano-SIM),1080 x 2400 pixels (FullHD+),"AMOLED
120Hz
HDR10+
1300 nits (peak)",không có thông tin,Điện thoại
vivo y100i,,,6.64 inches,IPS LCD,"Camera góc rộng: 8 MP, f/2.0","Camera góc rộng: 50 MP, f/1.8, PDAF
Camera độ sâu: 2 MP, f/2.4",Mediatek Dimensity 6020 (7 nm),không có thông tin,12 GB,512 GB,5000 mAh,2 SIM (Nano-SIM),1080 x 2388 pixels,không có thông tin,không có thông tin,Điện thoại
OnePlus V Fold,,,không có thông tin,LTPO AMOLED,"Camera góc rộng: 20 MP
32 MP, f/2.4, 22mm, 1/3.14""","Camera góc rộng: 48 MP, PDAF, OIS
Camera chụp xa: 64 MP, optical zoom, PDAF
Camera góc siêu rộng: 48 MP, f/2.2, 14mm, 115˚, 1/2"", 0.8µm, AF",Snapdragon 8 Gen 2 (4 nm),không có thông tin,16 GB,256 GB,4800 mAh,2 SIM (Nano-SIM),1.792 x 1.920 pixels,"Màn hình chính: 7.8 inches, tần số quét 120Hz, HDR10+
Màn hình phụ: 6.3 inches, AMOLED",không có thông tin,Điện thoại
Honor 90,,,6.7 inches,OLED,"Camera góc siêu rộng: 50 MP, f/2.4, 100˚","Camera góc rộng: 200 MP, f/1.9, 1/1.4"", 0.56µm, PDAF
Camera góc siêu rộng: 12 MP, f/2.2, 112˚ , AF
Camera đo độ sâu: 2 MP, f/2.4",Qualcomm Snapdragon 7 Gen 1,không có thông tin,12 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),không có thông tin,"1 tỷ màu, tần số quét 120Hz, 1600 nits",không có thông tin,Điện thoại
OPPO F27 Pro Plus,,,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Có,12 GB,256 GB,không có thông tin,không có thông tin,không có thông tin,không có thông tin,không có thông tin,Điện thoại
Xiaomi Redmi Note 13 Pro Plus 4G,,,6.67 inches,AMOLED,16 MP,"Chính 200 MP & Phụ 8 MP, 2 MP",Mediatek Dimensity 7200 Ultra (4 nm),Có,8 GB,256 GB,5000 mAh,2 SIM (Nano-SIM),1220 x 2712 pixels,Tần số quét 120Hz,không có thông tin,Điện thoại
Honor Magic V,,,7.9 inches,OLED,"Camera góc rộng: 42 MP, f/2.4","Camera chính: 50MP, f/1.9, 23mm, PDAF, Laser AF
Camera góc rộng: 50 MP, f/2.0, 20mm, PDAF
Camera góc siêu rộng: 50 MP, f/2.2, 13mm, 122˚",Snapdragon 8 Gen 1 (4 nm),không có thông tin,12 GB,256 GB,4750 mAh,2 SIM (Nano-SIM),1984 x 2272 pixels,"Tần số quét 90Hz, 10.7 tỷ màu, HDR10+",không có thông tin,Điện thoại
Doogee S100 Pro,,,6.58 inches,IPS LCD,"Camera góc rộng: 32 MP, f/1.8, 1/2.8"", 0.8µm","Camera góc rộng: 108 MP, f/1.8, 1/1.52"", 0.7µm, PDAF, OIS
Camera nhìn đêm: 20 MP, f/1.8, 2 đèn hồng ngoại nhìn đêm
Camera góc siêu rộng: 16 MP, f/2.2, 130˚, AF",Helio G99 Octa Core 2.2GHz 6nm,không có thông tin,12 GB,256 GB,22000 mAh,2 SIM (Nano-SIM),1080 x 2408 pixels,"Tần số quét 120Hz, 16,7 triệu màu, 401 PPI
Corning Gorilla Glass",không có thông tin,Điện thoại
Honor X7,,,6.74 inches,IPS LCD,8.0 MP,"Camera chính 48 MP
Camera góc rộng: 5 MP
Camera macro: 2 MP
Camera hỗ trợ đo độ sâu: 2 MP",Snapdragon 680,không có thông tin,4 GB,128 GB,5.000 mAh,2 SIM (Nano-SIM),720 x 1612 (HD+),không có thông tin,không có thông tin,Điện thoại
Infinix Hot 40,,,6.78 inches,IPS LCD,"Camera góc rộng: 32 MP, f/2.2","Camera góc rộng: 50 MP, f/1.6, AF
Camera macro: 2 MP, f/2.4
Camera phụ: 0.08 MP",Mediatek MT6769H Helio G88 (12nm),Không,8 GB,128 GB,5000 mAh,2 SIM (Nano-SIM),1080x2460 pixels,"Tần số quét 90Hz, 500 nits",không có thông tin,Điện thoại
